toimipaikka;osasto;vuosi;kuukausi;kävijöitä
Hiekkaharjun kirjasto;;2014;11;478
Hiekkaharjun kirjasto;;2014;12;404
Pähkinärinteen kirjasto;;2014;1;2301
Pähkinärinteen kirjasto;;2014;2;3022
Pähkinärinteen kirjasto;;2014;3;2516
Pähkinärinteen kirjasto;;2014;4;2613
Pähkinärinteen kirjasto;;2014;5;0
Pähkinärinteen kirjasto;;2014;6;0
Pähkinärinteen kirjasto;;2014;7;0
Pähkinärinteen kirjasto;;2014;8;0
Pähkinärinteen kirjasto;;2014;9;0
Pähkinärinteen kirjasto;;2014;10;7110
Pähkinärinteen kirjasto;;2014;11;8949
Pähkinärinteen kirjasto;;2014;12;6678
Kirjastoautot;;2014;1;8445
Kirjastoautot;;2014;2;6595
Kirjastoautot;;2014;3;9232
Kirjastoautot;;2014;4;6086
Kirjastoautot;;2014;5;2723
Kirjastoautot;;2014;6;2936
Kirjastoautot;;2014;7;0
Kirjastoautot;;2014;8;3829
Kirjastoautot;;2014;9;9573
Kirjastoautot;;2014;10;6086
Kirjastoautot;;2014;11;3808
Kirjastoautot;;2014;12;7637
Koivukylän kirjasto;;2014;1;16697
Koivukylän kirjasto;;2014;2;15822
Koivukylän kirjasto;;2014;3;20553
Koivukylän kirjasto;;2014;4;17614
Koivukylän kirjasto;;2014;5;20412
Koivukylän kirjasto;;2014;6;14967
Koivukylän kirjasto;;2014;7;16816
Koivukylän kirjasto;;2014;8;14487
Koivukylän kirjasto;;2014;9;17060
Koivukylän kirjasto;;2014;10;20343
Koivukylän kirjasto;;2014;11;20051
Koivukylän kirjasto;;2014;12;17400
Lumon kirjasto (Korso);;2014;1;20947
Lumon kirjasto (Korso);;2014;2;18815
Lumon kirjasto (Korso);;2014;3;22989
Lumon kirjasto (Korso);;2014;4;19148
Lumon kirjasto (Korso);;2014;5;19274
Lumon kirjasto (Korso);;2014;6;14033
Lumon kirjasto (Korso);;2014;7;12697
Lumon kirjasto (Korso);;2014;8;18979
Lumon kirjasto (Korso);;2014;9;20747
Lumon kirjasto (Korso);;2014;10;21857
Lumon kirjasto (Korso);;2014;11;19928
Lumon kirjasto (Korso);;2014;12;17769
Länsimäen kirjasto;;2014;1;8356
Länsimäen kirjasto;;2014;2;6705
Länsimäen kirjasto;;2014;3;8337
Länsimäen kirjasto;;2014;4;7227
Länsimäen kirjasto;;2014;5;7580
Länsimäen kirjasto;;2014;6;4790
Länsimäen kirjasto;;2014;7;4906
Länsimäen kirjasto;;2014;8;5751
Länsimäen kirjasto;;2014;9;6677
Länsimäen kirjasto;;2014;10;6626
Länsimäen kirjasto;;2014;11;5905
Länsimäen kirjasto;;2014;12;5645
Martinlaakson kirjasto;;2014;1;10677
Martinlaakson kirjasto;;2014;2;9919
Martinlaakson kirjasto;;2014;3;11220
Martinlaakson kirjasto;;2014;4;9767
Martinlaakson kirjasto;;2014;5;11471
Martinlaakson kirjasto;;2014;6;7492
Martinlaakson kirjasto;;2014;7;7517
Martinlaakson kirjasto;;2014;8;9457
Martinlaakson kirjasto;;2014;9;10272
Martinlaakson kirjasto;;2014;10;10799
Martinlaakson kirjasto;;2014;11;9610
Martinlaakson kirjasto;;2014;12;8785
Myyrmäen kirjasto;;2014;1;34591
Myyrmäen kirjasto;;2014;2;32438
Myyrmäen kirjasto;;2014;3;36071
Myyrmäen kirjasto;;2014;4;31161
Myyrmäen kirjasto;;2014;5;29439
Myyrmäen kirjasto;;2014;6;28305
Myyrmäen kirjasto;;2014;7;28457
Myyrmäen kirjasto;;2014;8;32370
Myyrmäen kirjasto;;2014;9;33753
Myyrmäen kirjasto;;2014;10;34875
Myyrmäen kirjasto;;2014;11;29540
Myyrmäen kirjasto;;2014;12;27769
Pointin kirjasto (Pakkala);;2014;1;19232
Pointin kirjasto (Pakkala);;2014;2;18162
Pointin kirjasto (Pakkala);;2014;3;22568
Pointin kirjasto (Pakkala);;2014;4;19191
Pointin kirjasto (Pakkala);;2014;5;17427
Pointin kirjasto (Pakkala);;2014;6;12622
Pointin kirjasto (Pakkala);;2014;7;11938
Pointin kirjasto (Pakkala);;2014;8;17008
Pointin kirjasto (Pakkala);;2014;9;20603
Pointin kirjasto (Pakkala);;2014;10;19413
Pointin kirjasto (Pakkala);;2014;11;19422
Pointin kirjasto (Pakkala);;2014;12;15756
Tikkurilan kirjasto;aikuiset;2014;1;18932
Tikkurilan kirjasto;aikuiset;2014;2;19049
Tikkurilan kirjasto;aikuiset;2014;3;22030
Tikkurilan kirjasto;aikuiset;2014;4;21469
Tikkurilan kirjasto;aikuiset;2014;5;19337
Tikkurilan kirjasto;aikuiset;2014;6;15595
Tikkurilan kirjasto;aikuiset;2014;7;17069
Tikkurilan kirjasto;aikuiset;2014;8;17030
Tikkurilan kirjasto;aikuiset;2014;9;19206
Tikkurilan kirjasto;aikuiset;2014;10;20213
Tikkurilan kirjasto;aikuiset;2014;11;17964
Tikkurilan kirjasto;aikuiset;2014;12;15175
Tikkurilan kirjasto;musiikki;2014;1;5465
Tikkurilan kirjasto;musiikki;2014;2;4913
Tikkurilan kirjasto;musiikki;2014;3;5422
Tikkurilan kirjasto;musiikki;2014;4;5035
Tikkurilan kirjasto;musiikki;2014;5;4866
Tikkurilan kirjasto;musiikki;2014;6;4013
Tikkurilan kirjasto;musiikki;2014;7;3931
Tikkurilan kirjasto;musiikki;2014;8;4403
Tikkurilan kirjasto;musiikki;2014;9;4539
Tikkurilan kirjasto;musiikki;2014;10;5474
Tikkurilan kirjasto;musiikki;2014;11;5037
Tikkurilan kirjasto;musiikki;2014;12;4674
Tikkurilan kirjasto;lapset;2014;1;9872
Tikkurilan kirjasto;lapset;2014;2;11553
Tikkurilan kirjasto;lapset;2014;3;12737
Tikkurilan kirjasto;lapset;2014;4;10992
Tikkurilan kirjasto;lapset;2014;5;10510
Tikkurilan kirjasto;lapset;2014;6;10650
Tikkurilan kirjasto;lapset;2014;7;10842
Tikkurilan kirjasto;lapset;2014;8;12049
Tikkurilan kirjasto;lapset;2014;9;12580
Tikkurilan kirjasto;lapset;2014;10;13290
Tikkurilan kirjasto;lapset;2014;11;12660
Tikkurilan kirjasto;lapset;2014;12;9295
Hakunilan kirjasto;;2015;1;7864
Hakunilan kirjasto;;2015;2;8952
Hakunilan kirjasto;;2015;3;10465
Hakunilan kirjasto;;2015;4;12740
Hakunilan kirjasto;;2015;5;8325
Hakunilan kirjasto;;2015;6;8024
Hakunilan kirjasto;;2015;7;8265
Hakunilan kirjasto;;2015;8;8594
Hakunilan kirjasto;;2015;9;10884
Hakunilan kirjasto;;2015;10;10034
Hakunilan kirjasto;;2015;11;9869
Hakunilan kirjasto;;2015;12;8945
Hiekkaharjun kirjasto;;2015;1;666
Hiekkaharjun kirjasto;;2015;2;671
Hiekkaharjun kirjasto;;2015;3;777
Hiekkaharjun kirjasto;;2015;4;757
Hiekkaharjun kirjasto;;2015;5;681
Hiekkaharjun kirjasto;;2015;6;0
Hiekkaharjun kirjasto;;2015;7;0
Hiekkaharjun kirjasto;;2015;8;601
Hiekkaharjun kirjasto;;2015;9;676
Hiekkaharjun kirjasto;;2015;10;712
Hiekkaharjun kirjasto;;2015;11;632
Hiekkaharjun kirjasto;;2015;12;535
Pähkinärinteen kirjasto;;2015;1;8373
Pähkinärinteen kirjasto;;2015;2;5898
Pähkinärinteen kirjasto;;2015;3;6935
Pähkinärinteen kirjasto;;2015;4;8867
Pähkinärinteen kirjasto;;2015;5;5349
Pähkinärinteen kirjasto;;2015;6;2380
Pähkinärinteen kirjasto;;2015;7;0
Pähkinärinteen kirjasto;;2015;8;0
Pähkinärinteen kirjasto;;2015;9;0
Pähkinärinteen kirjasto;;2015;10;0
Pähkinärinteen kirjasto;;2015;11;0
Pähkinärinteen kirjasto;;2015;12;0
Kirjastoautot;;2015;1;8127
Kirjastoautot;;2015;2;6347
Kirjastoautot;;2015;3;8884
Kirjastoautot;;2015;4;5857
Kirjastoautot;;2015;5;2620
Kirjastoautot;;2015;6;2825
Kirjastoautot;;2015;7;0
Kirjastoautot;;2015;8;3685
Kirjastoautot;;2015;9;9212
Kirjastoautot;;2015;10;5857
Kirjastoautot;;2015;11;3665
Kirjastoautot;;2015;12;7349
Koivukylän kirjasto;;2015;1;15642
Koivukylän kirjasto;;2015;2;15354
Koivukylän kirjasto;;2015;3;16874
Koivukylän kirjasto;;2015;4;18586
Koivukylän kirjasto;;2015;5;12188
Koivukylän kirjasto;;2015;6;12651
Koivukylän kirjasto;;2015;7;11983
Koivukylän kirjasto;;2015;8;13360
Koivukylän kirjasto;;2015;9;19779
Koivukylän kirjasto;;2015;10;21901
Koivukylän kirjasto;;2015;11;18843
Koivukylän kirjasto;;2015;12;20557
Lumon kirjasto (Korso);;2015;1;19509
Lumon kirjasto (Korso);;2015;2;19496
Lumon kirjasto (Korso);;2015;3;22422
Lumon kirjasto (Korso);;2015;4;18223
Lumon kirjasto (Korso);;2015;5;15996
Lumon kirjasto (Korso);;2015;6;12464
Lumon kirjasto (Korso);;2015;7;12324
Lumon kirjasto (Korso);;2015;8;17236
Lumon kirjasto (Korso);;2015;9;20107
Lumon kirjasto (Korso);;2015;10;18522
Lumon kirjasto (Korso);;2015;11;17355
Lumon kirjasto (Korso);;2015;12;14336
Länsimäen kirjasto;;2015;1;5747
Länsimäen kirjasto;;2015;2;5840
Länsimäen kirjasto;;2015;3;6136
Länsimäen kirjasto;;2015;4;7435
Länsimäen kirjasto;;2015;5;5456
Länsimäen kirjasto;;2015;6;4145
Länsimäen kirjasto;;2015;7;4049
Länsimäen kirjasto;;2015;8;5256
Länsimäen kirjasto;;2015;9;6986
Länsimäen kirjasto;;2015;10;6648
Länsimäen kirjasto;;2015;11;5962
Länsimäen kirjasto;;2015;12;5422
Martinlaakson kirjasto;;2015;1;9945
Martinlaakson kirjasto;;2015;2;9594
Martinlaakson kirjasto;;2015;3;10944
Martinlaakson kirjasto;;2015;4;12574
Martinlaakson kirjasto;;2015;5;8283
Martinlaakson kirjasto;;2015;6;8121
Martinlaakson kirjasto;;2015;7;8709
Martinlaakson kirjasto;;2015;8;8955
Martinlaakson kirjasto;;2015;9;9961
Martinlaakson kirjasto;;2015;10;930
Martinlaakson kirjasto;;2015;11;0
Martinlaakson kirjasto;;2015;12;0
Myyrmäen kirjasto;;2015;1;31770
Myyrmäen kirjasto;;2015;2;31231
Myyrmäen kirjasto;;2015;3;33774
Myyrmäen kirjasto;;2015;4;30192
Myyrmäen kirjasto;;2015;5;26573
Myyrmäen kirjasto;;2015;6;27400
Myyrmäen kirjasto;;2015;7;28309
Myyrmäen kirjasto;;2015;8;33140
Myyrmäen kirjasto;;2015;9;34843
Myyrmäen kirjasto;;2015;10;36476
Myyrmäen kirjasto;;2015;11;36928
Myyrmäen kirjasto;;2015;12;30265
Pointin kirjasto (Pakkala);;2015;1;18170
Pointin kirjasto (Pakkala);;2015;2;16223
Pointin kirjasto (Pakkala);;2015;3;19479
Pointin kirjasto (Pakkala);;2015;4;18170
Pointin kirjasto (Pakkala);;2015;5;16016
Pointin kirjasto (Pakkala);;2015;6;12277
Pointin kirjasto (Pakkala);;2015;7;12616
Pointin kirjasto (Pakkala);;2015;8;16380
Pointin kirjasto (Pakkala);;2015;9;20585
Pointin kirjasto (Pakkala);;2015;10;19813
Pointin kirjasto (Pakkala);;2015;11;20380
Pointin kirjasto (Pakkala);;2015;12;16163
Tikkurilan kirjasto;aikuiset;2015;1;19317
Tikkurilan kirjasto;aikuiset;2015;2;18414
Tikkurilan kirjasto;aikuiset;2015;3;21528
Tikkurilan kirjasto;aikuiset;2015;4;17492
Tikkurilan kirjasto;aikuiset;2015;5;17616
Tikkurilan kirjasto;aikuiset;2015;6;15392
Tikkurilan kirjasto;aikuiset;2015;7;16100
Tikkurilan kirjasto;aikuiset;2015;8;17016
Tikkurilan kirjasto;aikuiset;2015;9;18489
Tikkurilan kirjasto;aikuiset;2015;10;18096
Tikkurilan kirjasto;aikuiset;2015;11;18360
Tikkurilan kirjasto;aikuiset;2015;12;15521
Tikkurilan kirjasto;musiikki;2015;1;4128
Tikkurilan kirjasto;musiikki;2015;2;4389
Tikkurilan kirjasto;musiikki;2015;3;5495
Tikkurilan kirjasto;musiikki;2015;4;4448
Tikkurilan kirjasto;musiikki;2015;5;3888
Tikkurilan kirjasto;musiikki;2015;6;3299
Tikkurilan kirjasto;musiikki;2015;7;3785
Tikkurilan kirjasto;musiikki;2015;8;4177
Tikkurilan kirjasto;musiikki;2015;9;4854
Tikkurilan kirjasto;musiikki;2015;10;5162
Tikkurilan kirjasto;musiikki;2015;11;4826
Tikkurilan kirjasto;musiikki;2015;12;4594
Tikkurilan kirjasto;lapset;2015;1;9872
Tikkurilan kirjasto;lapset;2015;2;11553
Tikkurilan kirjasto;lapset;2015;3;12737
Tikkurilan kirjasto;lapset;2015;4;10992
Tikkurilan kirjasto;lapset;2015;5;10510
Tikkurilan kirjasto;lapset;2015;6;10650
Tikkurilan kirjasto;lapset;2015;7;10848
Tikkurilan kirjasto;lapset;2015;8;12049
Tikkurilan kirjasto;lapset;2015;9;12580
Tikkurilan kirjasto;lapset;2015;10;10253
Tikkurilan kirjasto;lapset;2015;11;10450
Tikkurilan kirjasto;lapset;2015;12;9261
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;1;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;2;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;3;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;4;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;5;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;6;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;7;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;8;0
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;9;1200
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;10;1200
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;11;1235
Tikkurilan kirjasto;Yrityskylä, Arkki;2015;12;1375
Hakunilan kirjasto;;2016;1;7887
Hakunilan kirjasto;;2016;2;9501
Hakunilan kirjasto;;2016;3;9580
Hakunilan kirjasto;;2016;4;8810
Hakunilan kirjasto;;2016;5;8135
Hakunilan kirjasto;;2016;6;7247
Hakunilan kirjasto;;2016;7;6675
Hakunilan kirjasto;;2016;8;9069
Hakunilan kirjasto;;2016;9;9487
Hakunilan kirjasto;;2016;10;9534
Hakunilan kirjasto;;2016;11;9651
Hakunilan kirjasto;;2016;12;8271
