Havaintoasema;Päivä.Kuukausi.Vuosi Aika [Paikallinen aika];Keskituulen nopeus [m/s]
Helsinki-Vantaan lentoasema;29.12.2022 20:42;6.6
Helsinki-Vantaan lentoasema;29.12.2022 20:43;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:44;7
Helsinki-Vantaan lentoasema;29.12.2022 20:45;7.2
Helsinki-Vantaan lentoasema;29.12.2022 20:46;7.1
Helsinki-Vantaan lentoasema;29.12.2022 20:47;7.1
Helsinki-Vantaan lentoasema;29.12.2022 20:48;7.1
Helsinki-Vantaan lentoasema;29.12.2022 20:49;7
Helsinki-Vantaan lentoasema;29.12.2022 20:50;7
Helsinki-Vantaan lentoasema;29.12.2022 20:51;7
Helsinki-Vantaan lentoasema;29.12.2022 20:52;7
Helsinki-Vantaan lentoasema;29.12.2022 20:53;6.9
Helsinki-Vantaan lentoasema;29.12.2022 20:54;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:55;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:56;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:57;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:58;6.8
Helsinki-Vantaan lentoasema;29.12.2022 20:59;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:00;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:01;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:02;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:03;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:04;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:05;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:06;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:07;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:08;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:09;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:10;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:11;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:12;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:13;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:14;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:15;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:16;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:17;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:18;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:19;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:20;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:21;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:22;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:23;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:24;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:25;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:26;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:27;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:28;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:29;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:30;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:31;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:32;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:33;6.9
Helsinki-Vantaan lentoasema;29.12.2022 21:34;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:35;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:36;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:37;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:38;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:39;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:40;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:41;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:42;6.2
Helsinki-Vantaan lentoasema;29.12.2022 21:43;6.1
Helsinki-Vantaan lentoasema;29.12.2022 21:44;6.2
Helsinki-Vantaan lentoasema;29.12.2022 21:45;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:46;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:47;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:48;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:49;6.3
Helsinki-Vantaan lentoasema;29.12.2022 21:50;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:51;6.4
Helsinki-Vantaan lentoasema;29.12.2022 21:52;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:53;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:54;6.5
Helsinki-Vantaan lentoasema;29.12.2022 21:55;6.6
Helsinki-Vantaan lentoasema;29.12.2022 21:56;6.7
Helsinki-Vantaan lentoasema;29.12.2022 21:57;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:58;6.8
Helsinki-Vantaan lentoasema;29.12.2022 21:59;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:00;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:01;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:02;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:03;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:04;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:05;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:06;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:07;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:08;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:09;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:10;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:11;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:12;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:13;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:14;6.6
Helsinki-Vantaan lentoasema;29.12.2022 22:15;6.5
Helsinki-Vantaan lentoasema;29.12.2022 22:16;6.6
Helsinki-Vantaan lentoasema;29.12.2022 22:17;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:18;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:19;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:20;7
Helsinki-Vantaan lentoasema;29.12.2022 22:21;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:22;7
Helsinki-Vantaan lentoasema;29.12.2022 22:23;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:24;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:25;7.3
Helsinki-Vantaan lentoasema;29.12.2022 22:26;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:27;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:28;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:29;7
Helsinki-Vantaan lentoasema;29.12.2022 22:30;7
Helsinki-Vantaan lentoasema;29.12.2022 22:31;7
Helsinki-Vantaan lentoasema;29.12.2022 22:32;7
Helsinki-Vantaan lentoasema;29.12.2022 22:33;7
Helsinki-Vantaan lentoasema;29.12.2022 22:34;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:35;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:36;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:37;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:38;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:39;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:40;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:41;7.2
Helsinki-Vantaan lentoasema;29.12.2022 22:42;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:43;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:44;6.6
Helsinki-Vantaan lentoasema;29.12.2022 22:45;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:46;6.6
Helsinki-Vantaan lentoasema;29.12.2022 22:47;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:48;6.6
Helsinki-Vantaan lentoasema;29.12.2022 22:49;6.7
Helsinki-Vantaan lentoasema;29.12.2022 22:50;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:51;6.8
Helsinki-Vantaan lentoasema;29.12.2022 22:52;6.9
Helsinki-Vantaan lentoasema;29.12.2022 22:53;7
Helsinki-Vantaan lentoasema;29.12.2022 22:54;7.1
Helsinki-Vantaan lentoasema;29.12.2022 22:55;7
Helsinki-Vantaan lentoasema;29.12.2022 22:56;7
Helsinki-Vantaan lentoasema;29.12.2022 22:57;7
Helsinki-Vantaan lentoasema;29.12.2022 22:58;7
Helsinki-Vantaan lentoasema;29.12.2022 22:59;7
Helsinki-Vantaan lentoasema;29.12.2022 23:00;7
Helsinki-Vantaan lentoasema;29.12.2022 23:01;7
Helsinki-Vantaan lentoasema;29.12.2022 23:02;7.1
Helsinki-Vantaan lentoasema;29.12.2022 23:03;7.1
Helsinki-Vantaan lentoasema;29.12.2022 23:04;7.1
Helsinki-Vantaan lentoasema;29.12.2022 23:05;7.1
Helsinki-Vantaan lentoasema;29.12.2022 23:06;7.2
Helsinki-Vantaan lentoasema;29.12.2022 23:07;7.2
Helsinki-Vantaan lentoasema;29.12.2022 23:08;7.2
Helsinki-Vantaan lentoasema;29.12.2022 23:09;7.1
Helsinki-Vantaan lentoasema;29.12.2022 23:10;7
Helsinki-Vantaan lentoasema;29.12.2022 23:11;6.9
Helsinki-Vantaan lentoasema;29.12.2022 23:12;6.9
Helsinki-Vantaan lentoasema;29.12.2022 23:13;6.8
Helsinki-Vantaan lentoasema;29.12.2022 23:14;6.8
Helsinki-Vantaan lentoasema;29.12.2022 23:15;6.8
Helsinki-Vantaan lentoasema;29.12.2022 23:16;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:17;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:18;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:19;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:20;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:21;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:22;6.2
Helsinki-Vantaan lentoasema;29.12.2022 23:23;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:24;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:25;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:26;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:27;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:28;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:29;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:30;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:31;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:32;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:33;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:34;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:35;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:36;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:37;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:38;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:39;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:40;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:41;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:42;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:43;6.2
Helsinki-Vantaan lentoasema;29.12.2022 23:44;6.2
Helsinki-Vantaan lentoasema;29.12.2022 23:45;6.3
Helsinki-Vantaan lentoasema;29.12.2022 23:46;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:47;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:48;6.4
Helsinki-Vantaan lentoasema;29.12.2022 23:49;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:50;6.5
Helsinki-Vantaan lentoasema;29.12.2022 23:51;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:52;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:53;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:54;6.8
Helsinki-Vantaan lentoasema;29.12.2022 23:55;6.7
Helsinki-Vantaan lentoasema;29.12.2022 23:56;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:57;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:58;6.6
Helsinki-Vantaan lentoasema;29.12.2022 23:59;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:00;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:01;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:02;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:03;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:04;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:05;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:06;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:07;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:08;6.7
Helsinki-Vantaan lentoasema;30.12.2022 00:09;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:10;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:11;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:12;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:13;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:14;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:15;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:16;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:17;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:18;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:19;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:20;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:21;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:22;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:23;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:24;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:25;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:26;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:27;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:28;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:29;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:30;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:31;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:32;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:33;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:34;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:35;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:36;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:37;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:38;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:39;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:40;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:41;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:42;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:43;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:44;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:45;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:46;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:47;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:48;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:49;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:50;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:51;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:52;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:53;6.2
Helsinki-Vantaan lentoasema;30.12.2022 00:54;6.3
Helsinki-Vantaan lentoasema;30.12.2022 00:55;6.4
Helsinki-Vantaan lentoasema;30.12.2022 00:56;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:57;6.5
Helsinki-Vantaan lentoasema;30.12.2022 00:58;6.6
Helsinki-Vantaan lentoasema;30.12.2022 00:59;6.7
Helsinki-Vantaan lentoasema;30.12.2022 01:00;6.7
Helsinki-Vantaan lentoasema;30.12.2022 01:01;6.7
Helsinki-Vantaan lentoasema;30.12.2022 01:02;6.8
Helsinki-Vantaan lentoasema;30.12.2022 01:03;6.8
Helsinki-Vantaan lentoasema;30.12.2022 01:04;6.8
Helsinki-Vantaan lentoasema;30.12.2022 01:05;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:06;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:07;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:08;6.4
Helsinki-Vantaan lentoasema;30.12.2022 01:09;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:10;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:11;6
Helsinki-Vantaan lentoasema;30.12.2022 01:12;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:13;6
Helsinki-Vantaan lentoasema;30.12.2022 01:14;6
Helsinki-Vantaan lentoasema;30.12.2022 01:15;5.9
Helsinki-Vantaan lentoasema;30.12.2022 01:16;5.9
Helsinki-Vantaan lentoasema;30.12.2022 01:17;5.8
Helsinki-Vantaan lentoasema;30.12.2022 01:18;5.9
Helsinki-Vantaan lentoasema;30.12.2022 01:19;6
Helsinki-Vantaan lentoasema;30.12.2022 01:20;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:21;6
Helsinki-Vantaan lentoasema;30.12.2022 01:22;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:23;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:24;6.1
Helsinki-Vantaan lentoasema;30.12.2022 01:25;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:26;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:27;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:28;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:29;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:30;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:31;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:32;6.2
Helsinki-Vantaan lentoasema;30.12.2022 01:33;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:34;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:35;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:36;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:37;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:38;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:39;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:40;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:41;6.7
Helsinki-Vantaan lentoasema;30.12.2022 01:42;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:43;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:44;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:45;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:46;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:47;6.4
Helsinki-Vantaan lentoasema;30.12.2022 01:48;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:49;6.3
Helsinki-Vantaan lentoasema;30.12.2022 01:50;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:51;6.4
Helsinki-Vantaan lentoasema;30.12.2022 01:52;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:53;6.6
Helsinki-Vantaan lentoasema;30.12.2022 01:54;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:55;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:56;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:57;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:58;6.5
Helsinki-Vantaan lentoasema;30.12.2022 01:59;6.5
Helsinki-Vantaan lentoasema;30.12.2022 02:00;6.3
Helsinki-Vantaan lentoasema;30.12.2022 02:01;6.3
Helsinki-Vantaan lentoasema;30.12.2022 02:02;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:03;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:04;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:05;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:06;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:07;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:08;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:09;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:10;6.4
Helsinki-Vantaan lentoasema;30.12.2022 02:11;6.4
Helsinki-Vantaan lentoasema;30.12.2022 02:12;6.5
Helsinki-Vantaan lentoasema;30.12.2022 02:13;6.4
Helsinki-Vantaan lentoasema;30.12.2022 02:14;6.3
Helsinki-Vantaan lentoasema;30.12.2022 02:15;6.4
Helsinki-Vantaan lentoasema;30.12.2022 02:16;6.3
Helsinki-Vantaan lentoasema;30.12.2022 02:17;6.4
Helsinki-Vantaan lentoasema;30.12.2022 02:18;6.3
Helsinki-Vantaan lentoasema;30.12.2022 02:19;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:20;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:21;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:22;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:23;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:24;6.2
Helsinki-Vantaan lentoasema;30.12.2022 02:25;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:26;6
Helsinki-Vantaan lentoasema;30.12.2022 02:27;6
Helsinki-Vantaan lentoasema;30.12.2022 02:28;6
Helsinki-Vantaan lentoasema;30.12.2022 02:29;6.1
Helsinki-Vantaan lentoasema;30.12.2022 02:30;6
Helsinki-Vantaan lentoasema;30.12.2022 02:31;5.9
Helsinki-Vantaan lentoasema;30.12.2022 02:32;5.8
Helsinki-Vantaan lentoasema;30.12.2022 02:33;5.8
Helsinki-Vantaan lentoasema;30.12.2022 02:34;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:35;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:36;5.7
Helsinki-Vantaan lentoasema;30.12.2022 02:37;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:38;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:39;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:40;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:41;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:42;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:43;5.6
Helsinki-Vantaan lentoasema;30.12.2022 02:44;5.5
Helsinki-Vantaan lentoasema;30.12.2022 02:45;5.5
Helsinki-Vantaan lentoasema;30.12.2022 02:46;5.5
Helsinki-Vantaan lentoasema;30.12.2022 02:47;5.5
Helsinki-Vantaan lentoasema;30.12.2022 02:48;5.5
Helsinki-Vantaan lentoasema;30.12.2022 02:49;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:50;5.3
Helsinki-Vantaan lentoasema;30.12.2022 02:51;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:52;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:53;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:54;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:55;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:56;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:57;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:58;5.4
Helsinki-Vantaan lentoasema;30.12.2022 02:59;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:00;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:01;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:02;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:03;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:04;5.3
Helsinki-Vantaan lentoasema;30.12.2022 03:05;5.2
Helsinki-Vantaan lentoasema;30.12.2022 03:06;5.2
Helsinki-Vantaan lentoasema;30.12.2022 03:07;5.1
Helsinki-Vantaan lentoasema;30.12.2022 03:08;5.1
Helsinki-Vantaan lentoasema;30.12.2022 03:09;5
Helsinki-Vantaan lentoasema;30.12.2022 03:10;5
Helsinki-Vantaan lentoasema;30.12.2022 03:11;5
Helsinki-Vantaan lentoasema;30.12.2022 03:12;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:13;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:14;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:15;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:16;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:17;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:18;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:19;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:20;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:21;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:22;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:23;4.9
Helsinki-Vantaan lentoasema;30.12.2022 03:24;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:25;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:26;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:27;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:28;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:29;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:30;4.8
Helsinki-Vantaan lentoasema;30.12.2022 03:31;4.7
Helsinki-Vantaan lentoasema;30.12.2022 03:32;4.7
Helsinki-Vantaan lentoasema;30.12.2022 03:33;4.6
Helsinki-Vantaan lentoasema;30.12.2022 03:34;4.5
Helsinki-Vantaan lentoasema;30.12.2022 03:35;4.4
Helsinki-Vantaan lentoasema;30.12.2022 03:36;4.4
Helsinki-Vantaan lentoasema;30.12.2022 03:37;4.3
Helsinki-Vantaan lentoasema;30.12.2022 03:38;4.2
Helsinki-Vantaan lentoasema;30.12.2022 03:39;4.1
Helsinki-Vantaan lentoasema;30.12.2022 03:40;4
Helsinki-Vantaan lentoasema;30.12.2022 03:41;4
Helsinki-Vantaan lentoasema;30.12.2022 03:42;3.9
Helsinki-Vantaan lentoasema;30.12.2022 03:43;3.9
Helsinki-Vantaan lentoasema;30.12.2022 03:44;3.9
Helsinki-Vantaan lentoasema;30.12.2022 03:45;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:46;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:47;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:48;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:49;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:50;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:51;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:52;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:53;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:54;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:55;3.9
Helsinki-Vantaan lentoasema;30.12.2022 03:56;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:57;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:58;3.8
Helsinki-Vantaan lentoasema;30.12.2022 03:59;3.7
